question_en,answer_en
At what time is language and societyheld?,"language and societyis held on Thu2,3,4."
Where is language and societylocated?,language and societytakes place in Humanities and Social Sciences Museum (501).
Where does language and societylocated?,language and societytakes place in Humanities and Social Sciences Museum (501).
At what location is language and societylocated?,language and societytakes place in Humanities and Social Sciences Museum (501).
In which classroom is language and societylocated?,language and societytakes place in Humanities and Social Sciences Museum (501).
What is the credit of language and society?,language and societyis worth 3.0 credits.
What’s the credit count for of language and society?,language and societyis worth 3.0 credits.
What’s the credit count for of language and society?,language and societyis worth 3.0 credits.
How much credit does of language and society?,language and societyis worth 3.0 credits.
Who teaches women's studies?,The instructor of women's studiesis Minjeong Kim.
Who is the professor for women's studies?,The instructor of women's studiesis Minjeong Kim.
Who instructs women's studies?,The instructor of women's studiesis Minjeong Kim.
Who is the professor for women's studies?,The instructor of women's studiesis Minjeong Kim.
When is women's studiesheld?,"women's studiesis held on Tue2,3,4."
When does women's studiesheld?,"women's studiesis held on Tue2,3,4."
When does women's studiesheld?,"women's studiesis held on Tue2,3,4."
What time is women's studiesheld?,"women's studiesis held on Tue2,3,4."
Where is women's studieslocated?,women's studiestakes place in Creative Innovation Hall (411).
In which classroom is women's studieslocated?,women's studiestakes place in Creative Innovation Hall (411).
In which classroom is women's studieslocated?,women's studiestakes place in Creative Innovation Hall (411).
Where does women's studieslocated?,women's studiestakes place in Creative Innovation Hall (411).
What is the credit of women's studies?,women's studiesis worth 3.0 credits.
How many credits is of women's studies?,women's studiesis worth 3.0 credits.
How much credit does of women's studies?,women's studiesis worth 3.0 credits.
How many credits is of women's studies?,women's studiesis worth 3.0 credits.
Who teaches women's studies?,The instructor of women's studiesis Minjeong Kim.
Who is the professor for women's studies?,The instructor of women's studiesis Minjeong Kim.
Who instructs women's studies?,The instructor of women's studiesis Minjeong Kim.
Who instructs women's studies?,The instructor of women's studiesis Minjeong Kim.
When is women's studiesheld?,"women's studiesis held on Tue6,7,8."
When does women's studiesheld?,"women's studiesis held on Tue6,7,8."
What time is women's studiesheld?,"women's studiesis held on Tue6,7,8."
When does women's studiesheld?,"women's studiesis held on Tue6,7,8."
Where is women's studieslocated?,women's studiestakes place in Creative Innovation Hall (411).
At what location is women's studieslocated?,women's studiestakes place in Creative Innovation Hall (411).
At what location is women's studieslocated?,women's studiestakes place in Creative Innovation Hall (411).
At what location is women's studieslocated?,women's studiestakes place in Creative Innovation Hall (411).
What is the credit of women's studies?,women's studiesis worth 3.0 credits.
What’s the credit count for of women's studies?,women's studiesis worth 3.0 credits.
How much credit does of women's studies?,women's studiesis worth 3.0 credits.
What’s the credit count for of women's studies?,women's studiesis worth 3.0 credits.
Who teaches history and doorTue?,The instructor of history and doorTue is Seongwoo Lee.
Who instructs history and doorTue?,The instructor of history and doorTue is Seongwoo Lee.
Who is the professor for history and doorTue?,The instructor of history and doorTue is Seongwoo Lee.
Who is the professor for history and doorTue?,The instructor of history and doorTue is Seongwoo Lee.
When is history and doorTue held?,"history and doorTue is held on Mon2,3,4."
What time is history and doorTue held?,"history and doorTue is held on Mon2,3,4."
What time is history and doorTue held?,"history and doorTue is held on Mon2,3,4."
At what time is history and doorTue held?,"history and doorTue is held on Mon2,3,4."
Where is history and doorTue located?,history and doorTue takes place in Humanities and Social Sciences Museum (402).
Where does history and doorTue located?,history and doorTue takes place in Humanities and Social Sciences Museum (402).
At what location is history and doorTue located?,history and doorTue takes place in Humanities and Social Sciences Museum (402).
At what location is history and doorTue located?,history and doorTue takes place in Humanities and Social Sciences Museum (402).
What is the credit of history and doorTue?,history and doorTue is worth 3.0 credits.
What’s the credit count for of history and doorTue?,history and doorTue is worth 3.0 credits.
What’s the credit count for of history and doorTue?,history and doorTue is worth 3.0 credits.
How many credits is of history and doorTue?,history and doorTue is worth 3.0 credits.
Who teaches history and doorTue?,The instructor of history and doorTue is Heonju Kim.
Who is the professor for history and doorTue?,The instructor of history and doorTue is Heonju Kim.
Who instructs history and doorTue?,The instructor of history and doorTue is Heonju Kim.
Who is the professor for history and doorTue?,The instructor of history and doorTue is Heonju Kim.
When is history and doorTue held?,"history and doorTue is held on Mon6,7,8."
At what time is history and doorTue held?,"history and doorTue is held on Mon6,7,8."
What time is history and doorTue held?,"history and doorTue is held on Mon6,7,8."
When does history and doorTue held?,"history and doorTue is held on Mon6,7,8."
Where is history and doorTue located?,history and doorTue takes place in Humanities and Social Sciences Museum (401).
In which classroom is history and doorTue located?,history and doorTue takes place in Humanities and Social Sciences Museum (401).
At what location is history and doorTue located?,history and doorTue takes place in Humanities and Social Sciences Museum (401).
Where does history and doorTue located?,history and doorTue takes place in Humanities and Social Sciences Museum (401).
What is the credit of history and doorTue?,history and doorTue is worth 3.0 credits.
What’s the credit count for of history and doorTue?,history and doorTue is worth 3.0 credits.
How many credits is of history and doorTue?,history and doorTue is worth 3.0 credits.
What’s the credit count for of history and doorTue?,history and doorTue is worth 3.0 credits.
Who teaches history and doorTue?,The instructor of history and doorTue is Heonju Kim.
Who is the professor for history and doorTue?,The instructor of history and doorTue is Heonju Kim.
Who instructs history and doorTue?,The instructor of history and doorTue is Heonju Kim.
Who is teaching history and doorTue?,The instructor of history and doorTue is Heonju Kim.
When is history and doorTue held?,"history and doorTue is held on Tue2,3,4."
When does history and doorTue held?,"history and doorTue is held on Tue2,3,4."
At what time is history and doorTue held?,"history and doorTue is held on Tue2,3,4."
At what time is history and doorTue held?,"history and doorTue is held on Tue2,3,4."
Where is history and doorTue located?,history and doorTue takes place in Humanities and Social Sciences Museum (404).
